iter	Passed	Remaining
1661	74449	15140
1662	74484	15094
1663	74524	15048
1664	74563	15002
1665	74602	14956
1666	74651	14912
1667	74697	14867
1668	74748	14824
1669	74798	14780
1670	74860	14739
1671	74926	14698
1672	74986	14656
1673	75041	14613
1674	75091	14570
1675	75148	14527
1676	75202	14484
1677	75258	14441
1678	75299	14396
1679	75335	14349
1680	75381	14304
1681	75423	14259
1682	75471	14215
1683	75531	14173
1684	75576	14128
1685	75624	14084
1686	75684	14042
1687	75739	13999
1688	75790	13955
1689	75842	13911
1690	75901	13869
1691	75952	13825
1692	75996	13780
1693	76044	13736
1694	76099	13693
1695	76165	13652
1696	76208	13607
1697	76248	13561
1698	76290	13515
1699	76332	13470
1700	76390	13427
1701	76437	13383
1702	76494	13340
1703	76557	13298
1704	76612	13255
1705	76655	13210
1706	76717	13168
1707	76765	13123
1708	76820	13080
1709	76870	13036
1710	76909	12990
1711	76961	12946
1712	77019	12903
1713	77076	12861
1714	77137	12818
1715	77195	12775
1716	77236	12730
1717	77289	12686
1718	77348	12643
1719	77399	12599
1720	77469	12558
1721	77526	12515
1722	77584	12472
1723	77643	12430
1724	77700	12386
1725	77764	12345
1726	77806	12299
1727	77849	12254
1728	77903	12210
1729	77971	12168
1730	78026	12125
1731	78073	12080
1732	78124	12036
1733	78176	11992
1734	78233	11949
1735	78281	11904
1736	78334	11860
1737	78385	11816
1738	78434	11771
1739	78487	11727
1740	78535	11683
1741	78585	11638
1742	78644	11595
1743	78684	11550
1744	78726	11504
1745	78783	11461
1746	78829	11416
1747	78880	11371
1748	78932	11327
1749	78986	11283
1750	79040	11239
1751	79092	11195
1752	79142	11151
1753	79207	11108
1754	79268	11065
1755	79333	11023
1756	79413	10983
1757	79480	10940
1758	79554	10899
1759	79606	10855
1760	79662	10811
1761	79747	10771
1762	79805	10728
1763	79873	10686
1764	79912	10639
1765	79960	10594
1766	80015	10551
1767	80066	10506
1768	80112	10461
1769	80156	10415
1770	80194	10369
1771	80260	10327
1772	80318	10283
1773	80366	10238
1774	80422	10194
1775	80475	10150
1776	80518	10104
1777	80562	10059
1778	80622	10015
1779	80670	9970
1780	80729	9926
1781	80772	9881
1782	80815	9835
1783	80873	9791
1784	80960	9751
1785	80996	9705
1786	81038	9659
1787	81081	9613
1788	81138	9569
1789	81193	9525
1790	81255	9482
1791	81315	9438
1792	81369	9394
1793	81411	9348
1794	81454	9302
1795	81524	9260
1796	81584	9216
1797	81647	9172
1798	81710	9129
1799	81775	9086
1800	81838	9042
1801	81898	8998
1802	81953	8954
1803	82002	8909
1804	82046	8863
1805	82095	8818
1806	82135	8772
1807	82180	8727
1808	82226	8681
1809	82286	8637
1810	82337	8592
1811	82402	8549
1812	82464	8505
1813	82519	8461
1814	82580	8417
1815	82638	8373
1816	82695	8328
1817	82761	8285
1818	82820	8241
1819	82868	8195
1820	82906	8149
1821	82942	8103
1822	82985	8057
1823	83035	8012
1824	83099	7968
1825	83153	7923
1826	83211	7879
1827	83268	7834
1828	83315	7789
1829	83370	7744
1830	83421	7699
1831	83475	7654
1832	83534	7610
1833	83588	7565
1834	83637	7520
1835	83698	7476
1836	83746	7430
1837	83786	7384
1838	83843	7340
1839	83889	7294
1840	83936	7249
1841	83997	7205
1842	84048	7159
1843	84109	7115
1844	84162	7070
1845	84216	7025
1846	84268	6980
1847	84317	6935
1848	84367	6889
1849	84421	6845
1850	84479	6800
1851	84539	6755
1852	84601	6711
1853	84648	6665
1854	84694	6620
1855	84732	6574
1856	84783	6528
1857	84830	6483
1858	84871	6437
1859	84914	6391
1860	84957	6345
1861	84997	6299
1862	85047	6254
1863	85085	6207
1864	85124	6161
1865	85159	6115
1866	85201	6069
1867	85254	6024
1868	85318	5980
1869	85370	5934
1870	85424	5889
1871	85479	5844
1872	85529	5799
1873	85571	5753
1874	85629	5708
1875	85683	5663
1876	85747	5619
1877	85811	5574
1878	85866	5529
1879	85919	5484
1880	85969	5438
1881	86013	5392
1882	86049	5346
1883	86096	5301
1884	86146	5255
1885	86203	5210
1886	86265	5165
1887	86307	5119
1888	86351	5074
1889	86401	5028
1890	86443	4982
1891	86498	4937
1892	86551	4892
1893	86609	4847
1894	86668	4802
1895	86730	4757
1896	86792	4712
1897	86855	4667
1898	86909	4622
1899	86964	4577
1900	87026	4532
1901	87085	4487
1902	87162	4442
1903	87215	4397
1904	87266	4351
1905	87314	4306
1906	87369	4260
1907	87426	4215
1908	87472	4169
1909	87527	4124
1910	87594	4079
1911	87652	4034
1912	87708	3988
1913	87759	3943
1914	87802	3897
1915	87857	3851
1916	87926	3806
1917	87982	3761
1918	88039	3716
1919	88100	3670
1920	88158	3625
1921	88238	3580
1922	88281	3534
1923	88314	3488
1924	88358	3442
1925	88418	3397
1926	88495	3352
1927	88566	3307
1928	88631	3262
1929	88683	3216
1930	88732	3170
1931	88782	3124
1932	88836	3079
1933	88896	3033
1934	88958	2988
1935	89032	2943
1936	89097	2897
1937	89142	2851
1938	89201	2806
1939	89254	2760
1940	89330	2715
1941	89374	2669
1942	89430	2623
1943	89493	2578
1944	89552	2532
1945	89601	2486
1946	89639	2440
1947	89697	2394
1948	89763	2348
1949	89826	2303
1950	89893	2257
1951	89948	2211
1952	90007	2166
1953	90060	2120
1954	90103	2073
1955	90136	2027
1956	90177	1981
1957	90241	1935
1958	90288	1889
1959	90359	1844
1960	90422	1798
1961	90479	1752
1962	90526	1706
1963	90583	1660
1964	90641	1614
1965	90698	1568
1966	90760	1522
1967	90815	1476
1968	90872	1430
1969	90931	1384
1970	90987	1338
1971	91028	1292
1972	91079	1246
1973	91140	1200
1974	91204	1154
1975	91270	1108
1976	91335	1062
1977	91392	1016
1978	91442	970
1979	91491	924
1980	91532	877
1981	91576	831
1982	91625	785
1983	91669	739
1984	91718	693
1985	91771	646
1986	91828	600
1987	91876	554
1988	91920	508
1989	91974	462
1990	92023	415
1991	92077	369
1992	92121	323
1993	92183	277
1994	92235	231
1995	92289	184
1996	92340	138
1997	92381	92
1998	92423	46
1999	92464	0
