iter	MAE	Huber:delta=50
998	37.64540393	1059.70889
999	37.6427919	1059.58566
1000	37.62739163	1058.845827
1001	37.62666603	1058.826584
1002	37.62428334	1058.763176
1003	37.60292257	1058.09631
1004	37.60026616	1058.043293
1005	37.59115278	1057.765036
1006	37.58719543	1057.608354
1007	37.56922025	1057.010824
1008	37.55962108	1056.709951
1009	37.54265765	1055.957336
1010	37.53731952	1055.746152
1011	37.53656754	1055.736916
1012	37.53334938	1055.655853
1013	37.53060062	1055.520471
1014	37.52536272	1055.253399
1015	37.5199517	1055.067546
1016	37.51940832	1055.060767
1017	37.51759141	1054.97533
1018	37.50196282	1054.343902
1019	37.49500773	1054.00505
1020	37.48863791	1053.717342
1021	37.48379171	1053.564113
1022	37.47192106	1053.122933
1023	37.46265404	1052.8137
1024	37.45960445	1052.675849
1025	37.45323694	1052.450126
1026	37.45270821	1052.441283
1027	37.44390667	1052.069809
1028	37.42695124	1051.430294
1029	37.40590925	1050.805486
1030	37.40343602	1050.719971
1031	37.39991694	1050.55766
1032	37.39955112	1050.519559
1033	37.39549274	1050.338385
1034	37.39463487	1050.316272
1035	37.38852282	1050.121245
1036	37.38232214	1049.852378
1037	37.38022058	1049.772525
1038	37.37740126	1049.629958
1039	37.37773869	1049.618564
1040	37.3527304	1048.70264
1041	37.34763885	1048.495781
1042	37.34760744	1048.473757
1043	37.34701667	1048.455487
1044	37.33842795	1048.119642
1045	37.32519629	1047.680185
1046	37.30174476	1046.71923
1047	37.29975683	1046.649098
1048	37.30021184	1046.638357
1049	37.29974457	1046.620346
1050	37.27880165	1045.923678
1051	37.27825846	1045.903007
1052	37.27554267	1045.808527
1053	37.26443316	1045.399584
1054	37.25694437	1045.133112
1055	37.25219383	1044.935125
1056	37.25027354	1044.853162
1057	37.23873608	1044.349499
1058	37.23038304	1044.006305
1059	37.22468863	1043.707371
1060	37.21601338	1043.363202
1061	37.21061688	1043.182757
1062	37.21010196	1043.149081
1063	37.20884804	1043.125203
1064	37.20043197	1042.747784
1065	37.18934889	1042.353438
1066	37.18866338	1042.304365
1067	37.18055028	1042.011445
1068	37.17449478	1041.619398
1069	37.17282905	1041.422487
1070	37.17215348	1041.405197
1071	37.16948117	1041.280146
1072	37.16123177	1040.967944
1073	37.1589095	1040.802741
1074	37.15000755	1040.36991
1075	37.13521176	1039.838825
1076	37.12246294	1039.448625
1077	37.11131541	1038.910252
1078	37.11057014	1038.894521
1079	37.10885147	1038.831735
1080	37.10750384	1038.779475
1081	37.105526	1038.71104
1082	37.10531454	1038.705716
1083	37.10490603	1038.690728
1084	37.1021862	1038.601348
1085	37.09961447	1038.507405
1086	37.09923499	1038.490905
1087	37.08011892	1037.749014
1088	37.07222694	1037.448929
1089	37.0668566	1037.268097
1090	37.06697824	1037.255471
1091	37.06035812	1037.042987
1092	37.05823867	1036.989827
1093	37.05776958	1036.970621
1094	37.05243623	1036.720051
1095	37.03864413	1036.221605
1096	37.0381133	1036.174891
1097	37.0339707	1036.00045
1098	37.03024038	1035.710521
1099	37.01936421	1035.126032
1100	37.01318913	1034.922831
1101	37.00441473	1034.56261
1102	36.99074042	1033.99764
1103	36.9841517	1033.695748
1104	36.9784358	1033.438619
1105	36.9653383	1032.978798
1106	36.96053943	1032.840634
1107	36.94484352	1032.279178
1108	36.94486309	1032.268255
1109	36.94449158	1032.26187
1110	36.94213674	1032.169177
1111	36.92736304	1031.627868
1112	36.91476886	1031.16345
1113	36.9105052	1030.984968
1114	36.90008015	1030.574784
1115	36.89403726	1030.304531
1116	36.88956268	1030.076702
1117	36.87407497	1029.501457
1118	36.86888361	1029.323743
1119	36.86389531	1029.108084
1120	36.86338266	1029.084651
1121	36.86226516	1029.051296
1122	36.86179811	1029.013261
1123	36.85176997	1028.679978
1124	36.84343631	1028.314369
1125	36.83000278	1027.773034
1126	36.82478419	1027.579668
1127	36.80920811	1026.961796
1128	36.80868551	1026.948435
1129	36.80617455	1026.875173
1130	36.8004527	1026.696012
1131	36.79694346	1026.581523
1132	36.79732342	1026.556626
1133	36.79214692	1026.2774
1134	36.79069406	1026.229919
1135	36.78540285	1026.053171
1136	36.78469821	1026.033005
1137	36.78428495	1026.005588
1138	36.78369322	1025.994645
1139	36.77223705	1025.538242
1140	36.76468667	1025.202254
1141	36.76274913	1025.15704
1142	36.74474359	1024.541218
1143	36.74319476	1024.360385
1144	36.74066789	1024.282891
1145	36.71991327	1023.386984
1146	36.71558157	1023.202213
1147	36.71054367	1023.058346
1148	36.70506367	1022.857452
1149	36.70461778	1022.834373
1150	36.69983212	1022.684949
1151	36.69266345	1022.413401
1152	36.68668244	1022.17375
1153	36.68350924	1022.033405
1154	36.68372044	1022.009281
1155	36.67827348	1021.713712
1156	36.67771622	1021.698188
1157	36.67723121	1021.686826
1158	36.6681321	1021.317937
1159	36.6663118	1021.268481
1160	36.66560884	1021.224514
1161	36.66516615	1021.187784
1162	36.65431554	1020.754761
1163	36.64939486	1020.603498
1164	36.63513012	1020.152255
1165	36.62433517	1019.724276
1166	36.62372577	1019.71347
1167	36.61951186	1019.577186
1168	36.61257011	1019.360792
1169	36.60599809	1019.182811
1170	36.60395633	1019.071747
1171	36.59192206	1018.700508
1172	36.58477669	1018.492477
1173	36.57869938	1018.254293
1174	36.56945071	1017.843893
1175	36.55462317	1017.31453
1176	36.54795061	1017.076934
1177	36.5447724	1016.963357
1178	36.53891424	1016.70879
1179	36.5283187	1016.376227
1180	36.5181844	1015.976323
1181	36.50751396	1015.559987
1182	36.5060655	1015.512524
1183	36.50142358	1015.378005
1184	36.50092166	1015.365017
1185	36.49574011	1015.078706
1186	36.49497604	1015.040826
1187	36.49322693	1014.981053
1188	36.48815085	1014.702934
1189	36.47847216	1014.397154
1190	36.47605207	1014.305462
1191	36.47665217	1014.294138
1192	36.47290972	1014.133911
1193	36.46604592	1013.920713
1194	36.46482746	1013.89027
1195	36.45048797	1013.405111
1196	36.44414618	1013.219866
1197	36.44389428	1013.209223
1198	36.44143635	1013.133228
1199	36.43145111	1012.715356
1200	36.42862061	1012.597665
1201	36.41387597	1011.970348
1202	36.40358563	1011.613827
1203	36.40343121	1011.589639
1204	36.38666819	1010.968699
1205	36.38601225	1010.943263
1206	36.38551	1010.931219
1207	36.36987741	1010.45546
1208	36.36702598	1010.358053
1209	36.36628463	1010.342203
1210	36.35538961	1009.931191
1211	36.34701539	1009.702413
1212	36.34667756	1009.690411
1213	36.34170756	1009.515265
1214	36.32789895	1009.025731
1215	36.32778992	1009.000655
1216	36.32691011	1008.962844
1217	36.32536232	1008.915805
1218	36.32048483	1008.723996
1219	36.31853259	1008.668793
1220	36.30994746	1008.326213
1221	36.29320002	1007.791349
1222	36.29240954	1007.7396
1223	36.28729978	1007.471223
1224	36.27904461	1007.197371
1225	36.27364315	1007.013364
1226	36.27298164	1006.968977
1227	36.27158782	1006.924382
1228	36.26924662	1006.865847
1229	36.25662656	1006.363421
1230	36.25433685	1006.286932
1231	36.24902451	1006.115693
1232	36.24494622	1006.00832
1233	36.23881667	1005.786122
1234	36.23023161	1005.46101
1235	36.22172805	1005.074661
1236	36.22161649	1005.062911
1237	36.2217174	1005.060154
1238	36.21907423	1004.963488
1239	36.20635741	1004.539179
1240	36.20633798	1004.515393
1241	36.19637747	1004.19061
1242	36.19174474	1004.00914
1243	36.18091155	1003.622921
1244	36.17083824	1003.321992
1245	36.16813132	1003.222209
1246	36.16810222	1003.199483
1247	36.16804923	1003.17751
1248	36.15987264	1002.883827
1249	36.15898638	1002.849485
1250	36.15315923	1002.583804
1251	36.14355466	1002.293561
1252	36.14320655	1002.283838
1253	36.12957534	1001.741646
1254	36.1172635	1001.277901
1255	36.11502697	1001.169326
1256	36.11401091	1001.151391
1257	36.10304638	1000.775
1258	36.10247869	1000.723766
1259	36.10092896	1000.686145
1260	36.09931721	1000.574447
1261	36.094108	1000.401259
1262	36.09385882	1000.371432
1263	36.08801321	1000.075292
1264	36.08536822	999.9341124
1265	36.07846027	999.681851
1266	36.0771705	999.649467
1267	36.07128212	999.4127352
1268	36.05695375	998.8825068
1269	36.05587307	998.8522027
1270	36.05192711	998.7234086
1271	36.04848943	998.5914398
1272	36.04674485	998.5357348
1273	36.04543095	998.4938584
1274	36.0416873	998.3574888
1275	36.03615341	998.2053463
1276	36.03589766	998.1968259
1277	36.03305131	998.0781955
1278	36.03127914	998.0348238
1279	36.02613533	997.8603031
1280	36.01871007	997.4696147
1281	36.01654971	997.3699024
1282	36.00831579	997.1307825
1283	36.00114698	996.8490408
1284	35.99164269	996.6051073
1285	35.98278139	996.3781127
1286	35.98104377	996.3205222
1287	35.98086088	996.3119944
1288	35.97233425	995.9937033
1289	35.97119327	995.9457418
1290	35.9708409	995.9314478
1291	35.96950388	995.8900083
1292	35.96942899	995.8707542
1293	35.95392701	995.3587067
1294	35.94860644	995.1589295
1295	35.94828583	995.1396814
1296	35.93705159	994.7376042
1297	35.93669064	994.721185
1298	35.93658869	994.7035677
1299	35.9350731	994.6590946
1300	35.93100829	994.4855162
1301	35.91759514	994.049876
1302	35.90679398	993.5732498
1303	35.89852643	993.3114572
1304	35.88905146	992.8890366
1305	35.88094259	992.5883491
1306	35.87635283	992.4187379
1307	35.87615091	992.4067372
1308	35.87602345	992.3841075
1309	35.8762236	992.3713926
1310	35.86659795	992.0170071
1311	35.86695833	992.0035031
1312	35.85891897	991.7003818
1313	35.8503977	991.3599999
1314	35.85050326	991.3369755
1315	35.847158	991.1772177
1316	35.84660902	991.1383421
1317	35.84086206	990.8804459
1318	35.82718393	990.431893
1319	35.82596293	990.4075281
1320	35.81863386	990.1674054
1321	35.80810514	989.7541622
1322	35.80550487	989.6801739
1323	35.8023297	989.5374478
1324	35.78887655	989.0638164
1325	35.78222797	988.770785
1326	35.77839498	988.6133207
1327	35.77016269	988.291805
1328	35.76931071	988.2728055
1329	35.76828122	988.2496357
1330	35.76593561	988.1877877
1331	35.75421789	987.8066252
1332	35.74719068	987.5446483
1333	35.74530008	987.5026318
1334	35.73211464	986.9979995
1335	35.72305108	986.7515705
1336	35.71694332	986.4862241
1337	35.70059284	985.7602495
1338	35.69948018	985.7202646
1339	35.69384282	985.507718
1340	35.69352764	985.4886509
1341	35.68846292	985.3253802
1342	35.66839257	984.6551521
1343	35.66838538	984.6386801
1344	35.66687911	984.5989509
1345	35.65768177	984.2621229
1346	35.65318756	984.0940095
1347	35.63816332	983.581926
1348	35.63424875	983.4031418
1349	35.62644938	983.2000913
1350	35.62475961	983.1421529
1351	35.61434825	982.7669327
1352	35.6140843	982.7243696
1353	35.61370484	982.7133631
1354	35.61269744	982.6942149
1355	35.6127102	982.6781261
1356	35.61126494	982.6158545
1357	35.61184345	982.5993942
1358	35.59663989	982.1540781
1359	35.59279555	981.9573711
1360	35.58485444	981.6461506
1361	35.58435177	981.62614
1362	35.5830897	981.5750963
1363	35.5702269	981.1155369
1364	35.56634855	980.9612027
1365	35.56622329	980.9494867
1366	35.56351562	980.8234462
1367	35.55286646	980.4056107
1368	35.55277018	980.3891625
1369	35.54759019	980.2663644
1370	35.54059439	979.9783581
1371	35.53576616	979.8616042
1372	35.52766726	979.5400745
1373	35.52775083	979.5080072
1374	35.52484422	979.4025744
1375	35.52488305	979.3883209
1376	35.51247341	978.9714828
1377	35.5107738	978.9302846
1378	35.50232147	978.64277
1379	35.50007985	978.5239023
1380	35.49915933	978.489537
1381	35.48638212	978.0864101
1382	35.4869967	978.0733159
1383	35.47975145	977.7408973
1384	35.47969499	977.7234527
1385	35.46904908	977.2791573
1386	35.45692858	976.8925318
1387	35.44293631	976.2345701
1388	35.43975406	976.0962799
1389	35.43759796	976.0124658
1390	35.43751825	975.9915007
1391	35.43742506	975.9780932
1392	35.43654322	975.9480216
1393	35.4262922	975.617717
1394	35.41883221	975.3321971
1395	35.41626256	975.2466947
1396	35.41569424	975.2361575
1397	35.41142089	974.984005
1398	35.4071572	974.8548201
1399	35.40671113	974.8317594
1400	35.39157916	974.2754431
1401	35.38445374	973.9245153
1402	35.37284085	973.4218868
1403	35.37194116	973.3706869
1404	35.36697316	973.1693082
1405	35.36201896	972.9581844
1406	35.35802842	972.7732512
1407	35.35787405	972.7605509
1408	35.35775508	972.7444855
1409	35.35692231	972.7214226
1410	35.3551942	972.6862865
1411	35.35465528	972.635986
1412	35.35375873	972.6196194
1413	35.35126086	972.5131477
1414	35.3484568	972.4190413
1415	35.34735265	972.3242904
1416	35.34701986	972.3176919
1417	35.33720156	971.8935282
1418	35.33665077	971.8836869
1419	35.33077202	971.6221898
1420	35.3273823	971.4869567
1421	35.32294948	971.3018056
1422	35.30603896	970.808021
1423	35.30205033	970.6865861
1424	35.3022908	970.6746285
1425	35.30041616	970.634489
1426	35.29949759	970.566117
1427	35.29934031	970.5548686
1428	35.29729278	970.446054
1429	35.29439266	970.3199516
1430	35.28948634	970.0697346
1431	35.27888449	969.6366963
1432	35.25892515	968.9616881
1433	35.24894707	968.6112691
1434	35.24466214	968.408582
1435	35.24277243	968.3580682
1436	35.24179939	968.3282586
1437	35.23758687	968.1932991
1438	35.237267	968.1845285
1439	35.23701623	968.1744386
1440	35.22768736	967.904521
1441	35.22258948	967.7544211
1442	35.22226055	967.7477993
1443	35.2108032	967.3521599
1444	35.20491886	967.1521008
1445	35.19159632	966.7481706
1446	35.18790109	966.636357
1447	35.18769999	966.6297777
1448	35.18570491	966.5649303
1449	35.18377596	966.476547
1450	35.18245246	966.4550054
1451	35.18102583	966.4055959
1452	35.17408521	966.1728768
1453	35.1725565	966.1087805
1454	35.16814762	965.9831864
1455	35.16805293	965.9722128
1456	35.1680082	965.9614352
1457	35.16784116	965.9518096
1458	35.16269841	965.7671317
1459	35.16256681	965.7570372
1460	35.16003498	965.6532223
1461	35.15264808	965.4058419
1462	35.14710157	965.1569038
1463	35.13950508	964.9307462
1464	35.13936493	964.9233175
1465	35.13240805	964.6918326
1466	35.1319646	964.6658176
1467	35.12718021	964.4962757
1468	35.11965351	964.156034
1469	35.10674845	963.578882
1470	35.10640967	963.5703724
1471	35.10381772	963.5155747
1472	35.09800718	963.3763777
1473	35.09743489	963.3630051
1474	35.09271809	963.1533446
1475	35.09091786	963.0777957
1476	35.08159632	962.7073962
1477	35.07825882	962.5934101
1478	35.07369493	962.3393889
1479	35.07243051	962.2968201
1480	35.0582782	961.7945585
1481	35.05705085	961.7608857
1482	35.05228129	961.5814564
1483	35.05142609	961.5544964
1484	35.05101455	961.5462246
1485	35.05017569	961.5199081
1486	35.04914438	961.4874241
1487	35.04867934	961.4460099
1488	35.04342912	961.2446742
1489	35.03916879	961.0687555
1490	35.03737505	961.017583
1491	35.03622652	960.9737837
1492	35.03558797	960.9314304
1493	35.03432216	960.8669071
1494	35.03417175	960.8573783
1495	35.03384674	960.8493633
1496	35.03198674	960.8006945
1497	35.0263068	960.5340662
1498	35.02640456	960.4802416
1499	35.02111878	960.2949855
1500	35.00735799	959.8499379
1501	34.99881384	959.4824306
1502	34.98975896	959.0790766
1503	34.98866696	959.040374
1504	34.97122165	958.3967796
1505	34.96295821	958.0366223
1506	34.95758188	957.837015
1507	34.9470634	957.459117
1508	34.94574646	957.3965865
1509	34.9392606	957.1012686
1510	34.93862161	957.0633558
1511	34.93850607	957.0300463
1512	34.93746776	957.008472
1513	34.93721523	956.9974459
1514	34.92787708	956.703909
1515	34.92646097	956.6667969
1516	34.92616664	956.635495
1517	34.92508852	956.6121922
1518	34.92250295	956.5483458
1519	34.91761853	956.3776922
1520	34.90925827	956.1048678
1521	34.90880094	956.0847563
1522	34.9072134	955.9989445
1523	34.9031315	955.8559137
1524	34.89340297	955.4776217
1525	34.88544952	955.1956307
1526	34.88186264	955.0736819
1527	34.87997467	955.0366855
1528	34.87902221	955.0190155
1529	34.8744929	954.8516777
1530	34.86225528	954.3933734
1531	34.85907328	954.2734918
1532	34.8579862	954.2521175
1533	34.85486987	954.1614048
1534	34.85485571	954.1199354
1535	34.85428679	954.1094794
1536	34.84628443	953.8262253
1537	34.845379	953.7882738
1538	34.84554757	953.7786847
1539	34.83789322	953.5646435
1540	34.82950869	953.2598741
1541	34.82719672	953.1427066
1542	34.82562438	953.0947027
1543	34.82548786	953.0840492
1544	34.82426478	953.0565281
1545	34.8241733	953.0477107
1546	34.82102711	952.893768
1547	34.82125852	952.8823654
1548	34.81698039	952.7747504
1549	34.81688966	952.764123
1550	34.81131388	952.6028959
1551	34.80257337	952.3308241
1552	34.79168653	952.0293072
1553	34.79156016	952.004222
1554	34.79130969	951.9973646
1555	34.79107535	951.9901899
1556	34.78397158	951.6578483
1557	34.7837073	951.6512217
1558	34.78390229	951.6386579
1559	34.77842577	951.4101596
1560	34.77543563	951.3112779
1561	34.7710316	951.072914
1562	34.76728911	950.9350835
1563	34.75836279	950.6555368
1564	34.75486043	950.4622302
1565	34.74343605	950.0279717
1566	34.73487777	949.70482
1567	34.72869607	949.4785593
1568	34.71688105	948.9379932
1569	34.70970895	948.7241239
1570	34.70157086	948.4649729
1571	34.6999147	948.4045299
1572	34.69197488	948.0898543
1573	34.69167811	948.0798436
1574	34.68842032	947.9794914
1575	34.68558875	947.9034138
1576	34.67446268	947.5593799
1577	34.66925476	947.3694669
1578	34.66616643	947.2780452
1579	34.66623711	947.2695122
1580	34.66498168	947.2262084
1581	34.65669365	946.9117197
1582	34.64862479	946.5770862
1583	34.64874296	946.5689897
1584	34.6471922	946.5201223
1585	34.64700477	946.5132274
1586	34.64106155	946.3953444
1587	34.63287908	946.0523834
1588	34.63258176	946.0422948
1589	34.62399281	945.6799083
1590	34.62379208	945.6725287
1591	34.62427873	945.6679817
1592	34.62412878	945.6616393
1593	34.62241534	945.6177625
1594	34.62150738	945.5844515
1595	34.62037989	945.5444992
1596	34.61165507	945.2831275
1597	34.60848047	945.1798773
1598	34.60779826	945.1452444
1599	34.59657899	944.8153216
1600	34.58599483	944.4889492
1601	34.58248391	944.2961179
1602	34.57976514	944.1789232
1603	34.57450031	944.0264315
1604	34.57074176	943.8774896
1605	34.56715967	943.7096135
1606	34.56513265	943.584627
1607	34.56330749	943.5277417
1608	34.55605217	943.2838011
1609	34.55085442	943.13717
1610	34.5458532	942.9480478
1611	34.54583116	942.9433262
1612	34.54389572	942.8377799
1613	34.53682543	942.6549588
1614	34.53499282	942.5926488
1615	34.53319538	942.5329057
1616	34.52505747	942.2479623
1617	34.51871239	941.9352226
1618	34.50841404	941.527259
1619	34.50751871	941.4969105
1620	34.50104864	941.2296673
1621	34.48150197	940.5972789
1622	34.47465519	940.2170863
1623	34.47414318	940.2056682
1624	34.46695583	939.9721696
1625	34.46640278	939.9473962
1626	34.46624011	939.9404536
1627	34.46532953	939.8955106
1628	34.46165244	939.7405051
1629	34.46110091	939.7192811
1630	34.46129248	939.7119693
1631	34.44723574	939.1866846
1632	34.44026854	938.9564235
1633	34.43393102	938.6622516
1634	34.43416567	938.6518452
1635	34.42261032	938.195423
1636	34.41708154	937.924359
1637	34.41242787	937.7188519
1638	34.40302737	937.3566516
1639	34.40303487	937.3467947
1640	34.3951957	937.0181603
1641	34.38944966	936.7889851
1642	34.38667379	936.6361012
1643	34.38669719	936.6271708
1644	34.37808368	936.3690582
1645	34.37730085	936.3474543
1646	34.37235853	936.1819343
1647	34.37018247	936.0731308
1648	34.36629148	935.8820897
1649	34.35977892	935.5990187
1650	34.35231136	935.3397996
1651	34.35229846	935.3323701
1652	34.34832023	935.1809265
1653	34.34092367	934.8871043
1654	34.34061012	934.8792555
1655	34.33570907	934.7189957
1656	34.33546763	934.7134204
1657	34.33473341	934.6842012
1658	34.3341429	934.6251743
1659	34.32956239	934.4639343
1660	34.32834345	934.4243746
1661	34.32811623	934.3991021
1662	34.32175249	934.097517
1663	34.3154839	933.9053351
1664	34.30784186	933.6385304
1665	34.30655999	933.5781384
1666	34.30335679	933.480281
1667	34.30105415	933.3946869
1668	34.30086752	933.3868416
1669	34.29754843	933.3143681
1670	34.29742729	933.3029354
1671	34.28799047	932.9978122
1672	34.28811548	932.9798183
1673	34.28741144	932.9584911
1674	34.2872389	932.9524325
1675	34.28035754	932.6716527
1676	34.28013868	932.6630049
1677	34.27999404	932.6455886
1678	34.27741294	932.5716269
1679	34.27713839	932.5431181
1680	34.27689776	932.5372981
1681	34.26526163	932.1983343
1682	34.25312728	931.6299801
1683	34.22893616	930.8345209
1684	34.22889814	930.8283055
1685	34.22772486	930.8042307
1686	34.22531515	930.7277821
1687	34.22296238	930.6462851
1688	34.21306732	930.3275294
1689	34.20441711	929.9604223
1690	34.19274409	929.5634869
1691	34.19335948	929.5525779
1692	34.18398708	929.2129232
1693	34.17409999	928.7990984
1694	34.17080265	928.6054144
1695	34.16894133	928.5324248
1696	34.16012518	928.2590478
1697	34.15665388	928.0783543
1698	34.14709353	927.6722693
1699	34.14696734	927.6655966
1700	34.14193998	927.4172336
1701	34.14030987	927.2686366
1702	34.13973244	927.2485123
1703	34.13779675	927.2009185
1704	34.13445655	927.076915
1705	34.12077511	926.5457205
1706	34.11666665	926.3412509
1707	34.10608445	925.9544463
1708	34.09433252	925.5791607
1709	34.08460754	925.2141707
1710	34.08007062	924.9938646
1711	34.07227166	924.7268882
1712	34.06367841	924.4065
1713	34.05486703	924.1960562
1714	34.04690868	923.8284829
1715	34.04329598	923.6982187
1716	34.04086673	923.6197987
1717	34.03421325	923.3705888
1718	34.03412628	923.3594191
1719	34.02904342	923.134053
1720	34.01910052	922.7297951
1721	34.01757706	922.6354851
1722	34.01072107	922.2882996
1723	34.00427957	921.9870071
1724	34.00100398	921.8665271
1725	33.99798101	921.790312
1726	33.99284591	921.6270711
1727	33.99257236	921.5617615
1728	33.99239777	921.5528835
1729	33.99202002	921.545916
1730	33.99184614	921.5383178
1731	33.98471441	921.2745784
1732	33.98207173	921.1330173
1733	33.98083833	921.1018869
1734	33.97638494	920.9252987
1735	33.96724384	920.6651735
1736	33.9662157	920.6342536
1737	33.96613998	920.6278363
1738	33.96357588	920.5205247
1739	33.95619863	920.2379834
1740	33.95619731	920.232099
1741	33.95360928	920.1379152
1742	33.95228348	920.0554563
1743	33.94603805	919.8585082
1744	33.94648335	919.8487416
1745	33.94329363	919.7219617
1746	33.94295191	919.7059441
1747	33.94079273	919.6533426
1748	33.93831347	919.5247358
1749	33.93836373	919.5206672
1750	33.93031444	919.2248183
1751	33.9308959	919.2051464
1752	33.92393061	918.9822028
1753	33.92196796	918.9057214
1754	33.91563181	918.7056233
1755	33.91598762	918.7000495
1756	33.9118635	918.557986
1757	33.90796839	918.3916999
1758	33.90388642	918.1568121
1759	33.90034355	918.0059257
1760	33.88859499	917.6166303
1761	33.88768282	917.5536494
1762	33.88250926	917.3663461
1763	33.8773683	917.1590591
1764	33.87210048	916.9421662
1765	33.86979049	916.8424488
1766	33.86930923	916.8233446
1767	33.86756628	916.6995399
1768	33.86623992	916.6591807
1769	33.86538398	916.6115616
1770	33.86504698	916.6040519
1771	33.86451498	916.5754883
1772	33.85773338	916.351891
1773	33.84274586	915.8287091
1774	33.84267905	915.8216392
1775	33.84050166	915.7511127
1776	33.84028818	915.7447815
1777	33.83607344	915.5930297
1778	33.83365312	915.5200209
1779	33.82849633	915.3045689
1780	33.82281419	915.0794188
1781	33.81747017	914.8634208
1782	33.81152215	914.6778756
1783	33.80644269	914.5191268
1784	33.80531677	914.4944951
1785	33.80272723	914.3992674
1786	33.80263502	914.3953803
1787	33.79796595	914.1915547
1788	33.78790269	913.823642
1789	33.78510035	913.7210477
1790	33.78267561	913.6347177
1791	33.78225108	913.6058218
1792	33.77726262	913.4276002
1793	33.77345865	913.2917001
1794	33.77234336	913.2595467
1795	33.77237997	913.2530764
1796	33.76605629	913.0752043
1797	33.75808109	912.789028
1798	33.74613219	912.3283814
1799	33.74010077	912.0667837
1800	33.73752397	911.9737314
1801	33.73717647	911.9651841
1802	33.73671946	911.9385559
1803	33.73006518	911.7361001
1804	33.72558142	911.5552831
1805	33.72529501	911.529805
1806	33.71783336	911.2470183
1807	33.71433087	911.1214896
1808	33.71375056	911.1047995
1809	33.70731195	910.9395355
1810	33.69147143	910.3110283
1811	33.67849659	909.8369914
1812	33.67522299	909.747058
1813	33.66784239	909.4754854
1814	33.66772345	909.4672102
1815	33.65478096	908.9668679
1816	33.65211689	908.8562168
1817	33.64899365	908.7484692
1818	33.64624196	908.5929662
1819	33.64364164	908.4890677
1820	33.64356291	908.48407
1821	33.63654413	908.2330553
1822	33.62993507	907.9994664
1823	33.62755004	907.8675526
1824	33.62505556	907.7595744
1825	33.62362438	907.7067396
1826	33.6135197	907.4228478
1827	33.60503202	907.1427709
1828	33.60329645	907.0937592
1829	33.60308706	907.0881428
1830	33.60110819	907.0340522
1831	33.60043102	907.0128246
1832	33.59526422	906.8222454
1833	33.58883677	906.5787848
1834	33.58509301	906.4134992
1835	33.58102432	906.2104162
1836	33.58085751	906.2051068
1837	33.58060442	906.1948056
1838	33.579948	906.1830742
1839	33.57014475	905.734197
1840	33.570363	905.7230507
1841	33.5680045	905.6176835
1842	33.56768892	905.6074482
1843	33.56734141	905.598922
1844	33.56091083	905.3829287
1845	33.55144982	905.0613361
1846	33.54227546	904.746719
1847	33.54026042	904.6874557
1848	33.53858406	904.6438654
1849	33.53493402	904.5130633
1850	33.5321077	904.3709519
1851	33.53154021	904.361575
1852	33.53165967	904.3483995
1853	33.52623418	904.0613017
1854	33.5148952	903.6820845
1855	33.51519707	903.6760124
1856	33.51248243	903.6050654
1857	33.51120755	903.5635778
1858	33.5043676	903.3598989
1859	33.48827616	902.9054087
1860	33.47112664	902.2164663
1861	33.46619387	902.0762258
1862	33.46606641	902.0716985
1863	33.46135161	901.8964464
1864	33.45591777	901.7628921
1865	33.45106717	901.5729943
1866	33.44654403	901.4604812
1867	33.44336208	901.3295889
1868	33.4427662	901.2891802
1869	33.43392664	901.0153718
1870	33.43295248	900.9728091
1871	33.42913683	900.8892768
1872	33.42824483	900.8566433
1873	33.42657342	900.8148657
1874	33.42505779	900.7654804
1875	33.42469014	900.720921
1876	33.41612531	900.434015
1877	33.40879297	900.1756232
1878	33.40863438	900.1690513
1879	33.40530147	900.0793194
1880	33.40095162	899.8977555
1881	33.40054326	899.8648242
1882	33.39365688	899.6502052
1883	33.38642042	899.3855499
1884	33.381565	899.1626127
1885	33.38153226	899.1353042
1886	33.3807651	899.0748581
1887	33.38047441	899.0543685
1888	33.38054034	899.0489457
1889	33.3803675	899.0400695
1890	33.3800377	899.03238
1891	33.37951409	899.0182443
1892	33.37797605	898.9617784
1893	33.37491839	898.8244928
1894	33.374662	898.8170641
1895	33.37207453	898.7329117
1896	33.37128318	898.711721
1897	33.36676053	898.577788
1898	33.36658329	898.567933
1899	33.3623442	898.4681841
1900	33.34962061	898.0858587
1901	33.33415996	897.5528355
1902	33.32848593	897.3370291
1903	33.31789657	896.9934018
1904	33.31387187	896.8734735
1905	33.31106768	896.7282804
1906	33.31116491	896.7214522
1907	33.30857088	896.5857535
1908	33.30353428	896.3869325
1909	33.30293825	896.3678034
1910	33.29666482	896.1723175
1911	33.29631639	896.1576813
1912	33.28596233	895.7784691
1913	33.28046604	895.5632178
1914	33.28032959	895.5429957
1915	33.27716939	895.3928119
1916	33.27716225	895.3887569
1917	33.27724461	895.3833875
1918	33.27734629	895.3738186
1919	33.26832504	895.0496783
1920	33.26488087	894.9328329
1921	33.26509933	894.9318684
1922	33.26493748	894.920838
1923	33.26454709	894.9104749
1924	33.26359145	894.8904929
1925	33.26065006	894.7872808
1926	33.26039059	894.778911
1927	33.25797193	894.6837826
1928	33.25273961	894.5268572
1929	33.25180126	894.4917094
1930	33.24935782	894.4305178
1931	33.24464743	894.2790623
1932	33.24261712	894.204233
1933	33.24088745	894.1662389
1934	33.23739273	893.9978375
