iter	Logloss
606	0.3719188301
607	0.3715288395
608	0.3712834485
609	0.3709324464
610	0.3708329334
611	0.3706055492
612	0.3702797869
613	0.3701666065
614	0.37004796
615	0.3698168364
616	0.369434853
617	0.3691102713
618	0.36889684
619	0.3682140685
620	0.3681691314
621	0.3679248981
622	0.3676906355
623	0.3673899288
624	0.3669145392
625	0.366484693
626	0.3663980706
627	0.3661504838
628	0.3659289647
629	0.3656969101
630	0.3655207213
631	0.3655072157
632	0.3650675804
633	0.3645898261
634	0.3642911158
635	0.3641166553
636	0.3638020647
637	0.363616672
638	0.3634591114
639	0.3631074653
640	0.3629017963
641	0.3626253855
642	0.3623235063
643	0.3622505371
644	0.3620316542
645	0.3615665919
646	0.361287986
647	0.3611906452
648	0.3610454457
649	0.3609126771
650	0.3607750549
651	0.3603886337
652	0.3600530517
653	0.359965621
654	0.3597257176
655	0.3595210462
656	0.3593109685
657	0.3592637605
658	0.3592054997
659	0.3588660558
660	0.3584945039
661	0.35841048
662	0.3582448145
663	0.3580941278
664	0.3576648479
665	0.3572039584
666	0.3569917775
667	0.3567353578
668	0.3565275718
669	0.3559992949
670	0.3557901751
671	0.3556134093
672	0.3553570338
673	0.3552246312
674	0.3549685279
675	0.3545444452
676	0.3540935405
677	0.3535080708
678	0.3531952365
679	0.3528774876
680	0.3526995729
681	0.3523212909
682	0.3520545774
683	0.3517621492
684	0.3516635367
685	0.3513569369
686	0.3510517943
687	0.3506612896
688	0.3504481673
689	0.3503089334
690	0.3501509579
691	0.349930265
692	0.3493883589
693	0.3492338425
694	0.349108985
695	0.3490718258
696	0.3488087463
697	0.3486392738
698	0.3485563919
699	0.3481218755
700	0.3479026085
701	0.3477700145
702	0.3476471737
703	0.3475415703
704	0.3471858537
705	0.3469635256
706	0.3467655097
707	0.3465368193
708	0.3463834582
709	0.3463486381
710	0.3461608946
711	0.3461362781
712	0.3459469556
713	0.3457740245
714	0.3455335084
715	0.3454197012
716	0.3450725196
717	0.3446750454
718	0.3445716045
719	0.3444388224
720	0.3442585603
721	0.3439622591
722	0.3439031574
723	0.3436954291
724	0.3434346249
725	0.3431882658
726	0.3428164202
727	0.3424722681
728	0.3422213042
729	0.342141571
730	0.341990973
731	0.3418360625
732	0.3417022479
733	0.3414601769
734	0.3413882153
735	0.3411307559
736	0.340853224
737	0.340707872
738	0.3405315871
739	0.3403773662
740	0.3403587907
741	0.3401815058
742	0.3399823926
743	0.3396703921
744	0.339434621
745	0.3391820486
746	0.3388891963
747	0.3388417853
748	0.3386363566
749	0.3382526407
750	0.3381949808
751	0.3381284534
752	0.3380340173
753	0.3378326514
754	0.3375517556
755	0.3373396203
756	0.3368382334
757	0.3367167066
758	0.3366664746
759	0.3363991956
760	0.3363409557
761	0.3362320096
762	0.3360052812
763	0.3358291283
764	0.3356289049
765	0.3354106902
766	0.3353254538
767	0.3351662279
768	0.3350744188
769	0.3348104926
770	0.3344330685
771	0.334164698
772	0.3338640834
773	0.33371609
774	0.3334360566
775	0.3332273316
776	0.3331334653
777	0.3329137994
778	0.3327022348
779	0.3326382841
780	0.3323804139
781	0.3322292253
782	0.3318928272
783	0.3317820217
784	0.3316348085
785	0.3314328084
786	0.3310998414
787	0.3309641948
788	0.3307367904
789	0.3304685456
790	0.3303203371
791	0.330103272
792	0.3298315055
793	0.3295133879
794	0.3292325956
795	0.3290995278
796	0.3287060622
797	0.32861902
798	0.3282929662
799	0.3278314985
800	0.3276723131
801	0.3274858391
802	0.3272490082
803	0.3271828449
804	0.3268368409
805	0.3266210482
806	0.3264068857
807	0.3263652155
808	0.3262653107
809	0.3259093288
810	0.325786306
811	0.3257713374
812	0.325701383
813	0.3252758007
814	0.3249921015
815	0.3248920807
816	0.3244658238
817	0.3241417096
818	0.3239009719
819	0.3238363714
820	0.3236408086
821	0.3234305875
822	0.3232463188
823	0.3231737022
824	0.3230354755
825	0.3227124088
826	0.3224306033
827	0.3223387084
828	0.3221956071
829	0.3220032582
830	0.3219314906
831	0.3217407327
832	0.3215962586
833	0.3213756912
834	0.3211850737
835	0.3208014639
836	0.3205248856
837	0.3203625814
838	0.3202038955
839	0.3200056266
840	0.3198477878
841	0.3198347677
842	0.3197492378
843	0.3196946676
844	0.319471588
845	0.3193438175
846	0.3192083696
847	0.3189638755
848	0.3187496339
849	0.3185290708
850	0.3182804102
851	0.31819294
852	0.3180904081
853	0.3179910199
854	0.3177525196
855	0.3176093918
856	0.3174694474
857	0.3171930444
858	0.3170455235
859	0.3168991654
860	0.3167783112
861	0.316471981
862	0.3163106842
863	0.3158003465
864	0.3156547753
865	0.3155779308
866	0.3154892635
867	0.3152532235
868	0.3148048622
869	0.3145967714
870	0.3144869304
871	0.3144578747
872	0.3143211149
873	0.3142165827
874	0.3138979354
875	0.3135492035
876	0.3133665982
877	0.3131497257
878	0.3129397053
879	0.3127994049
880	0.3126963489
881	0.3123779399
882	0.3120569466
883	0.3118839936
884	0.3115425323
885	0.3113145464
886	0.3111733578
887	0.311070799
888	0.3108672105
889	0.3107222909
890	0.3107046796
891	0.3105839416
892	0.3102850474
893	0.3099933412
894	0.3098843954
895	0.309708529
896	0.3096968284
897	0.3094658347
898	0.3091859664
899	0.309148023
900	0.3089805995
901	0.3089506527
902	0.3088002248
903	0.3086370106
904	0.3085956317
905	0.3085859117
906	0.3084787043
907	0.3081539532
908	0.3080636521
909	0.3079236336
910	0.307666602
911	0.3075788561
912	0.3073368842
913	0.3072031724
914	0.3071083764
915	0.3069111492
916	0.3066245233
917	0.3065707194
918	0.3064326483
919	0.306304724
920	0.3060913308
921	0.3057659463
922	0.3056932344
923	0.3055836112
924	0.3053749379
925	0.3052481737
926	0.3050732989
927	0.3049591723
928	0.3048804893
929	0.3047671261
930	0.3045098512
931	0.3044694225
932	0.3043335379
933	0.3041748807
934	0.3040851588
935	0.3039927848
936	0.3036546563
937	0.3032670217
938	0.3031738308
939	0.3030745593
940	0.3028391192
941	0.3026267005
942	0.3024721838
943	0.3022409687
944	0.3021387418
945	0.3018564756
946	0.3017424884
947	0.3014944103
948	0.3013791897
949	0.3010731891
950	0.3008553087
951	0.3006746488
952	0.3004301508
953	0.3002525064
954	0.2999438969
955	0.2998377214
956	0.2997341639
957	0.2995854077
958	0.2993533615
959	0.2991438727
960	0.298978708
961	0.2986946339
962	0.2984893312
963	0.2984663679
964	0.2984552424
965	0.2982863456
966	0.2981851191
967	0.2981715741
968	0.2978650042
969	0.2977735819
970	0.2974614601
971	0.2972247091
972	0.2971609334
973	0.2970691749
974	0.2967064703
975	0.2963987839
976	0.2962856592
977	0.2961379323
978	0.2959684642
979	0.2958628993
980	0.2957690787
981	0.2955675629
982	0.2953998464
983	0.2951844101
984	0.2949362081
985	0.2946827164
986	0.2944964971
987	0.2942109351
988	0.2939450954
989	0.2938678066
990	0.2937713283
991	0.2936521091
992	0.293596008
993	0.2935100701
994	0.2932649932
995	0.2930900813
996	0.293001742
997	0.2927251023
998	0.29271507
999	0.2926371885
1000	0.2924574789
1001	0.2924464336
1002	0.2923484473
1003	0.2921687644
1004	0.2918706039
1005	0.2918345438
1006	0.2915932341
1007	0.2914501378
1008	0.2912499001
1009	0.2908826909
1010	0.2907211519
1011	0.2906346303
1012	0.2904752615
1013	0.2902174352
1014	0.2899432396
1015	0.2897158658
1016	0.2895558501
1017	0.2893970899
1018	0.2892200266
1019	0.2890851656
1020	0.2889435527
1021	0.2888420689
1022	0.28877819
1023	0.2885953306
1024	0.2885178631
1025	0.2883031461
1026	0.2880479395
1027	0.28788431
1028	0.2876662643
1029	0.2874420761
1030	0.2873858824
1031	0.2873716425
1032	0.2872699239
1033	0.2870620628
1034	0.2869451147
1035	0.2865804325
1036	0.286369281
1037	0.2861986957
1038	0.2859628778
1039	0.2858090711
1040	0.2857428833
1041	0.2856022232
1042	0.2854745877
1043	0.2853524798
1044	0.2852932402
1045	0.2851706933
1046	0.2850476166
1047	0.2848710114
1048	0.2847790027
1049	0.284514861
1050	0.2841791451
1051	0.2841041271
1052	0.2840600027
1053	0.2839220472
1054	0.283780122
1055	0.2836266545
1056	0.2835454058
1057	0.2833639897
1058	0.28309218
1059	0.2828274215
1060	0.2826395561
1061	0.2825075314
1062	0.2823018641
1063	0.2819697539
1064	0.2816742636
1065	0.2814601989
1066	0.2812381259
1067	0.2811391347
1068	0.2809519238
1069	0.2807887491
1070	0.2807330425
1071	0.2807036634
1072	0.2805950964
1073	0.2805010222
1074	0.2803356228
1075	0.2802028284
1076	0.2797210475
1077	0.2795225597
1078	0.2792234646
1079	0.2790643733
1080	0.2790396309
1081	0.2789407925
1082	0.2788430642
1083	0.2784877075
1084	0.2783359653
1085	0.2781531681
1086	0.2780133237
1087	0.2778646677
1088	0.2777403215
1089	0.2774519309
1090	0.2771790584
1091	0.2771412156
1092	0.2770677152
1093	0.276838822
1094	0.2766973288
1095	0.2765656757
1096	0.2765380857
1097	0.2764961597
1098	0.2763358662
1099	0.2761110632
1100	0.2758172565
1101	0.2757220366
1102	0.2756317082
1103	0.275601035
1104	0.2754571178
1105	0.2752726695
1106	0.2751269994
1107	0.2751135967
1108	0.2749706761
1109	0.2748290871
1110	0.2747054863
1111	0.274500774
1112	0.2744466707
1113	0.2742891202
1114	0.2741812341
1115	0.2741142986
1116	0.2740344703
1117	0.2738998137
1118	0.2737881359
1119	0.2736773144
1120	0.2735669347
1121	0.2732829324
1122	0.2731830791
1123	0.2730961632
1124	0.2729698234
1125	0.2726353479
1126	0.272474338
1127	0.2723643045
1128	0.2722885697
1129	0.2722423465
1130	0.272143222
1131	0.2719804028
1132	0.2717487497
1133	0.2717120128
1134	0.2715665729
1135	0.2714704604
1136	0.2712858551
1137	0.2712116408
1138	0.2711137558
1139	0.2709030469
1140	0.2707408224
1141	0.2705844954
1142	0.270330201
1143	0.270137356
1144	0.2698191564
1145	0.2696142192
1146	0.2693228324
1147	0.2692160785
1148	0.2690939817
1149	0.2690701057
1150	0.2688462069
1151	0.2687874657
1152	0.2686079197
1153	0.2685101383
1154	0.2682357981
1155	0.2680913766
1156	0.2680458986
1157	0.2679200282
1158	0.2675909792
1159	0.2675295377
1160	0.2673624835
1161	0.2671803102
1162	0.2671470303
1163	0.2670055388
1164	0.2669341909
1165	0.2668877197
1166	0.2667032051
1167	0.2664184698
1168	0.2663340412
1169	0.2661459867
1170	0.2660364543
1171	0.2658938131
1172	0.2657850323
1173	0.2655719531
1174	0.2654720959
1175	0.2653297992
1176	0.2651337934
1177	0.2650334057
1178	0.2649289903
1179	0.2649129421
1180	0.2648088183
1181	0.2645445043
1182	0.2644843957
1183	0.2642380773
1184	0.2641235933
1185	0.2639957502
1186	0.2639471722
1187	0.2638374627
1188	0.2635817452
1189	0.2633406652
1190	0.2632128149
1191	0.2631362675
1192	0.2629644059
1193	0.2627321138
1194	0.2626082309
1195	0.2625991877
1196	0.262534305
1197	0.2625225854
1198	0.2624359449
1199	0.2624308688
1200	0.2623560193
1201	0.2622830529
1202	0.262174844
1203	0.2620624577
1204	0.2618031977
1205	0.2614213903
1206	0.2613879984
1207	0.2611966729
1208	0.260890751
1209	0.2606960985
1210	0.2604943937
1211	0.2604372287
1212	0.2602755001
1213	0.2601260179
1214	0.2599354329
1215	0.259713416
1216	0.2594450773
1217	0.2593095463
1218	0.2592768179
1219	0.2590771582
1220	0.2589150062
1221	0.2588433321
1222	0.2585955232
1223	0.2584150253
1224	0.2582127025
1225	0.2580349136
1226	0.2579521785
1227	0.2578361234
1228	0.2576896004
1229	0.2575433314
1230	0.2572138078
1231	0.257085799
1232	0.2569778967
1233	0.2568106441
1234	0.2567548387
1235	0.2566530911
1236	0.2565154652
1237	0.256323484
1238	0.2561682427
1239	0.256031314
1240	0.255911592
1241	0.2558751843
1242	0.2556775927
1243	0.2556435162
1244	0.2555257038
1245	0.2552889047
1246	0.2552054579
1247	0.2551115056
1248	0.2549154097
1249	0.2547451065
1250	0.2545581379
1251	0.254504589
1252	0.2544321112
1253	0.254416576
1254	0.2542598991
1255	0.2541789565
1256	0.2539683397
1257	0.2536993546
1258	0.2534698696
1259	0.2532668862
1260	0.2531396972
1261	0.2530070889
1262	0.2529595788
1263	0.2527633927
1264	0.2526497854
1265	0.2525128397
1266	0.2524023796
1267	0.2522303852
1268	0.2520643527
1269	0.2520598599
1270	0.2519705635
1271	0.2517627153
1272	0.2517447885
1273	0.2516638567
1274	0.2514486489
1275	0.2513505321
1276	0.2511520813
1277	0.250955486
1278	0.2508934483
1279	0.2508074834
1280	0.2507012824
1281	0.2506902786
1282	0.2503522529
1283	0.2502494167
1284	0.2501402152
1285	0.249949609
1286	0.2498535128
1287	0.2497912013
1288	0.2497659865
1289	0.249578573
1290	0.2494870477
1291	0.2493172515
1292	0.2491761299
1293	0.2490058294
1294	0.2489290777
1295	0.2487388248
1296	0.2485881453
1297	0.2483367469
1298	0.2482372609
1299	0.2481521907
1300	0.2479740142
1301	0.2478493709
1302	0.2476598181
1303	0.2476317458
1304	0.2474596489
1305	0.2472680458
1306	0.2470763188
1307	0.2467954421
1308	0.2467783229
1309	0.2466197305
1310	0.2465638199
1311	0.2465496976
1312	0.2463598183
1313	0.2462213277
1314	0.2461631525
1315	0.2460454074
1316	0.245907488
1317	0.2456498558
1318	0.2454403274
1319	0.2453525307
1320	0.2451955094
1321	0.245074911
1322	0.2448072342
1323	0.2446886596
1324	0.2445479244
1325	0.2444817573
1326	0.2444078383
1327	0.2441687162
1328	0.2440386447
1329	0.2437982936
1330	0.2436408339
1331	0.2436148603
1332	0.2434621461
1333	0.2433374959
1334	0.2431741015
1335	0.2430323546
1336	0.2427962622
1337	0.2427314684
1338	0.2425984302
1339	0.2424345702
1340	0.2423220114
1341	0.2421121836
1342	0.2420076007
1343	0.2418654899
1344	0.2417660512
1345	0.2414813275
1346	0.2413053174
1347	0.241258863
1348	0.2410933715
1349	0.2409268388
1350	0.2407779994
1351	0.240684644
1352	0.2404656014
1353	0.2402988552
1354	0.2401200994
1355	0.2399711746
1356	0.2399238228
1357	0.2397363463
1358	0.2394929262
1359	0.2393871939
1360	0.2392360566
1361	0.2389656874
1362	0.2387942466
1363	0.2387038954
1364	0.2386246327
1365	0.2385899972
1366	0.2385458594
1367	0.2384102002
1368	0.2382907737
1369	0.2381976359
1370	0.2380954376
1371	0.2380892606
1372	0.2379696227
1373	0.2377902424
1374	0.2376468806
1375	0.2375629021
1376	0.2374481057
1377	0.2373332587
1378	0.237281188
1379	0.2372141348
1380	0.2370959221
1381	0.2368621817
1382	0.2367254711
1383	0.2366227809
1384	0.2364036078
1385	0.2363254645
1386	0.2362696027
1387	0.236157862
1388	0.236107153
1389	0.2359632254
1390	0.2357758358
1391	0.2356293911
1392	0.2354660042
1393	0.235423841
1394	0.2353440555
1395	0.2352169476
1396	0.2351303565
1397	0.2350297108
1398	0.2349415635
1399	0.2346959703
1400	0.2346349231
1401	0.234434093
1402	0.2342682974
1403	0.2341637346
1404	0.2339649297
1405	0.2337999182
1406	0.2336594672
1407	0.2335657097
1408	0.2333724847
1409	0.2331939946
1410	0.2329520126
1411	0.2327802629
1412	0.2326125877
1413	0.2323877357
1414	0.2321831052
1415	0.2320694054
1416	0.2318213296
1417	0.2317487904
1418	0.2315388153
1419	0.2314162648
1420	0.23132781
1421	0.2312279421
1422	0.2312022001
1423	0.2311264402
1424	0.2309623364
1425	0.2307780774
1426	0.2306770352
1427	0.2304534073
1428	0.2303819718
1429	0.230198
1430	0.2299642585
1431	0.2296572358
1432	0.2295992619
1433	0.2293280667
1434	0.2292976587
1435	0.2292129782
1436	0.2290466622
1437	0.2289019267
1438	0.2288249799
1439	0.2287784628
1440	0.2285892822
1441	0.2283024664
1442	0.2281988736
1443	0.2281660564
1444	0.2280117641
1445	0.2278962755
1446	0.2278453425
1447	0.2276605525
1448	0.2274973366
1449	0.2273010067
1450	0.2272138969
1451	0.2270903888
1452	0.2267846767
1453	0.2266593445
1454	0.2265721921
1455	0.2264829305
1456	0.2264496365
1457	0.2263817131
1458	0.2262776651
1459	0.2262193204
1460	0.2260888657
1461	0.2260148597
1462	0.2258971659
1463	0.2258229759
1464	0.2257559406
1465	0.2256431594
1466	0.2253649935
1467	0.2253463187
1468	0.2252868241
1469	0.2252156964
1470	0.225165195
1471	0.2250750066
1472	0.2249569434
1473	0.2246670551
1474	0.2245791258
1475	0.2244839056
1476	0.2244089193
1477	0.224334972
1478	0.2241525221
1479	0.2241133105
1480	0.2239704928
1481	0.223687908
1482	0.2236422682
1483	0.2236359665
1484	0.2235507361
1485	0.2234654336
1486	0.2233706438
1487	0.2232922514
1488	0.2230526295
1489	0.2230185846
1490	0.2227911667
1491	0.2224995737
1492	0.2224732527
1493	0.2223470852
1494	0.2222142497
1495	0.222083303
1496	0.2217530348
1497	0.2216084564
1498	0.2214762534
1499	0.2213840576
